hex,count_good_aircraft,count_bad_aircraft
842c335ffffffff,10,0
8442a11ffffffff,1,0
8442a53ffffffff,1,0
8442a59ffffffff,5,6
8442d3bffffffff,21,0
8442d15ffffffff,21,8
8442d1dffffffff,0,32
8442d0bffffffff,0,9
8442d57ffffffff,8,8
8442d55ffffffff,0,3
846503bffffffff,3,1
8465057ffffffff,27,0
8465055ffffffff,3,0
84438adffffffff,2,18
84438a9ffffffff,24,0
84438e3ffffffff,27,0
84424c1ffffffff,25,0
8453681ffffffff,0,12
845368dffffffff,0,31
8443125ffffffff,93,0
8443127ffffffff,28,0
84438a7ffffffff,0,19
84438a5ffffffff,0,16
84438a1ffffffff,0,15
8443ac5ffffffff,51,0
8443a13ffffffff,31,0
8444609ffffffff,2,0
8444643ffffffff,2,0
8444647ffffffff,39,0
8444641ffffffff,2,0
8444645ffffffff,21,23
8448a99ffffffff,19,13
8449827ffffffff,2,0
84499cbffffffff,47,37
84446c7ffffffff,16,0
841e251ffffffff,9,0
841e25dffffffff,1,0
841e259ffffffff,21,0
841f0b7ffffffff,31,0
841f0b1ffffffff,30,5
841f0b9ffffffff,3,19
841f087ffffffff,0,2
842745bffffffff,11,0
8427459ffffffff,22,0
84276e5ffffffff,9,2
8427633ffffffff,29,4
842763bffffffff,0,19
8464121ffffffff,4,0
8464127ffffffff,40,0
8464acdffffffff,26,15
8464ac5ffffffff,6,17
8442ea3ffffffff,4,16
840c881ffffffff,0,4
840c8d7ffffffff,15,0
8420ac3ffffffff,7,1
8420ac7ffffffff,17,0
8420ac1ffffffff,28,5
8420ac5ffffffff,8,0
8420acdffffffff,28,0
8421349ffffffff,15,5
8421341ffffffff,37,0
8421347ffffffff,38,0
842130dffffffff,10,0
8444d8bffffffff,14,0
8465a67ffffffff,7,24
8465a61ffffffff,20,34
8465a69ffffffff,12,0
84beab3ffffffff,40,14
8494539ffffffff,20,4
841aa63ffffffff,29,0
841aa0dffffffff,17,14
841aa09ffffffff,0,32
84499d7ffffffff,0,9
84499d5ffffffff,0,39
84499ddffffffff,85,0
84498cbffffffff,19,13
8449ab7ffffffff,5,0
8449ab5ffffffff,84,0
8448ab9ffffffff,42,0
8448a87ffffffff,34,0
8448aabffffffff,19,12
8448aa9ffffffff,14,0
84498e1ffffffff,12,7
842a311ffffffff,45,0
842a315ffffffff,6,0
8465b57ffffffff,21,13
8465b1dffffffff,0,2
8465b07ffffffff,8,0
8465b05ffffffff,5,0
8469367ffffffff,17,2
8465b25ffffffff,29,0
8465b2dffffffff,13,26
8465b29ffffffff,21,1
844ba1bffffffff,28,0
844b153ffffffff,5,0
844b10bffffffff,0,17
84411d1ffffffff,13,0
841e2c7ffffffff,29,0
841e2c3ffffffff,30,0
841e2cbffffffff,33,0
841f537ffffffff,8,20
841f531ffffffff,0,1
844163dffffffff,0,16
8448563ffffffff,33,0
8448505ffffffff,37,7
8448507ffffffff,36,7
8448539ffffffff,1,0
8448087ffffffff,4,0
8448085ffffffff,5,35
84499c5ffffffff,19,3
84499c7ffffffff,0,7
84499c1ffffffff,10,31
8445093ffffffff,0,17
8445097ffffffff,22,0
8449857ffffffff,9,0
8449855ffffffff,28,11
8449809ffffffff,12,24
8449847ffffffff,0,13
844980dffffffff,0,24
8448361ffffffff,46,0
8448365ffffffff,4,0
8448367ffffffff,29,0
84498dbffffffff,34,6
84498d3ffffffff,2,0
8448519ffffffff,11,27
844851bffffffff,38,6
84485cdffffffff,31,0
84485c5ffffffff,1,0
84bec63ffffffff,4,0
84bec05ffffffff,3,0
84b91d5ffffffff,0,1
84b91ddffffffff,3,13
84b91c3ffffffff,19,13
84b91c1ffffffff,39,0
84b91cdffffffff,33,0
8465197ffffffff,27,0
8465191ffffffff,35,0
846519dffffffff,18,15
84651d7ffffffff,0,13
8460963ffffffff,6,0
8460961ffffffff,21,12
8461913ffffffff,0,13
8442a81ffffffff,4,12
8444529ffffffff,95,12
8444f01ffffffff,30,12
8453635ffffffff,26,3
84536e5ffffffff,0,3
8412f01ffffffff,18,0
8412f03ffffffff,57,1
8412f15ffffffff,34,0
8412f11ffffffff,9,2
84b9145ffffffff,85,24
841e863ffffffff,8,15
8427483ffffffff,90,16
84beabbffffffff,0,4
8449833ffffffff,10,23
84c986dffffffff,86,24
84c9869ffffffff,0,11
846d63bffffffff,0,1
846d6edffffffff,37,32
846d6e1ffffffff,46,5
8448b69ffffffff,11,7
8448b45ffffffff,27,0
8448b47ffffffff,40,0
8448b43ffffffff,35,0
8448b55ffffffff,1,0
84bef6dffffffff,48,0
84bea97ffffffff,57,12
84b9acdffffffff,46,0
84b9a13ffffffff,33,25
84d892dffffffff,21,14
8441b2bffffffff,8,10
84bb0d5ffffffff,72,8
84be8bdffffffff,35,19
84bb2bbffffffff,117,4
84daaa7ffffffff,20,12
84da95dffffffff,0,81
84bb749ffffffff,119,2
84da94bffffffff,68,49
84da967ffffffff,76,0
84da963ffffffff,41,4
84be6ebffffffff,20,0
84be6c5ffffffff,20,12
