hex,count_good_aircraft,count_bad_aircraft
84699a3ffffffff,11,0
84699a1ffffffff,47,0
84699adffffffff,30,0
848c92dffffffff,33,0
849d45bffffffff,14,0
849d453ffffffff,44,0
849d6a5ffffffff,52,0
849d6a7ffffffff,11,0
84b9b0bffffffff,0,45
84b9b1dffffffff,0,7
84b9b11ffffffff,0,10
84a711bffffffff,23,0
84a7111ffffffff,10,0
84a7113ffffffff,23,0
84a7117ffffffff,8,0
84a71e9ffffffff,28,0
84a71edffffffff,2,0
84a71e1ffffffff,27,0
846523bffffffff,33,0
848c885ffffffff,6,0
848c887ffffffff,18,0
848c8abffffffff,13,0
848c8bdffffffff,32,0
846524bffffffff,14,0
846500dffffffff,23,0
8465063ffffffff,44,0
8465067ffffffff,40,0
846502dffffffff,11,0
846515bffffffff,3,0
842aabbffffffff,15,0
842a361ffffffff,57,0
8444439ffffffff,37,0
8426ee1ffffffff,140,0
8426eebffffffff,166,0
8426ec1ffffffff,59,0
8426da9ffffffff,17,0
848c9c9ffffffff,2,14
848c835ffffffff,0,9
848d885ffffffff,21,0
848d8e3ffffffff,12,0
840c705ffffffff,276,0
840c763ffffffff,539,0
842633dffffffff,76,0
8426323ffffffff,56,0
840c511ffffffff,186,0
8444e1dffffffff,79,0
840d5e5ffffffff,142,0
84122ddffffffff,5,0
8413537ffffffff,28,0
84122cbffffffff,6,0
8413535ffffffff,51,0
8413523ffffffff,31,0
84268e7ffffffff,101,0
84268ebffffffff,64,0
84268c5ffffffff,244,0
8428303ffffffff,474,54
8426b25ffffffff,45,0
8426257ffffffff,45,0
8426d4dffffffff,93,0
842689bffffffff,108,0
8426f53ffffffff,45,0
8426f57ffffffff,55,0
8444de5ffffffff,43,0
842ad25ffffffff,97,0
842ad2dffffffff,11,0
84444bbffffffff,14,0
84444b1ffffffff,105,0
8426025ffffffff,75,0
8426021ffffffff,46,0
84268a3ffffffff,112,0
8444e51ffffffff,62,0
8444e5bffffffff,216,19
84464e1ffffffff,334,155
84455b9ffffffff,0,20
84489c7ffffffff,113,41
84289adffffffff,49,0
8427925ffffffff,63,0
8427927ffffffff,9,0
8448ea7ffffffff,2,0
8448ea3ffffffff,30,0
8426f51ffffffff,47,0
8426f5bffffffff,69,0
8426e31ffffffff,157,0
844452bffffffff,375,0
8429941ffffffff,108,0
8429947ffffffff,189,12
8444e11ffffffff,457,0
8428d0bffffffff,780,62
8426ee7ffffffff,176,0
8428f57ffffffff,130,0
8428f19ffffffff,17,0
8426eb1ffffffff,1,0
8426ebbffffffff,33,0
8426e95ffffffff,23,4
84264edffffffff,133,12
84262adffffffff,215,0
844883bffffffff,121,0
8426e23ffffffff,167,0
8426a8dffffffff,59,0
8426a89ffffffff,36,0
8426a8bffffffff,87,0
8426a9dffffffff,76,0
8426243ffffffff,127,0
8444eddffffffff,100,0
8448931ffffffff,168,0
8429ae7ffffffff,116,0
840cee9ffffffff,230,5
8448895ffffffff,191,0
8448891ffffffff,118,0
844889bffffffff,31,0
84446c9ffffffff,488,0
84139e9ffffffff,88,0
8426241ffffffff,41,0
84281abffffffff,101,0
840c551ffffffff,101,0
840c55bffffffff,0,85
842a9a3ffffffff,27,0
8448d01ffffffff,19,0
8448d03ffffffff,64,0
8444de7ffffffff,24,0
8444de1ffffffff,90,0
8428801ffffffff,223,0
8428f27ffffffff,65,0
8428f21ffffffff,29,0
8428f25ffffffff,189,0
84288d3ffffffff,43,0
84288d1ffffffff,181,0
842ad31ffffffff,123,0
8427567ffffffff,41,0
8426b63ffffffff,48,0
844c8b7ffffffff,22,0
844c8b1ffffffff,27,0
844c8bdffffffff,10,0
844c8b9ffffffff,13,0
844c887ffffffff,26,0
844c881ffffffff,23,0
8426c9dffffffff,375,0
8445153ffffffff,14,0
840c729ffffffff,74,0
844891bffffffff,124,0
842813dffffffff,4,0
84268adffffffff,36,0
84445ddffffffff,61,0
84444e7ffffffff,44,0
84444e3ffffffff,1,0
840cec5ffffffff,181,0
8426c63ffffffff,141,0
842748dffffffff,143,0
842a9c3ffffffff,87,0
842a9cbffffffff,236,0
840c76bffffffff,100,0
840c761ffffffff,145,0
84139edffffffff,83,61
8426d2bffffffff,116,0
840c70dffffffff,40,0
8429abdffffffff,94,0
8429aabffffffff,132,0
84276b7ffffffff,76,0
84298d7ffffffff,272,0
8444aebffffffff,441,22
8444e85ffffffff,9,0
840d585ffffffff,86,0
840d58dffffffff,35,0
84444ebffffffff,13,0
842b1adffffffff,94,0
84266e9ffffffff,98,0
84265bbffffffff,114,0
84265b1ffffffff,231,0
8448a95ffffffff,26,0
8444ad3ffffffff,299,0
84260bdffffffff,326,12
840cad1ffffffff,65,0
841a94dffffffff,12,0
840c557ffffffff,81,0
8426839ffffffff,139,0
8426c8dffffffff,107,0
842889dffffffff,80,0
842989bffffffff,133,0
840ce3bffffffff,78,0
840ce17ffffffff,27,0
8429135ffffffff,153,0
8429ae9ffffffff,268,0
8428825ffffffff,5,0
8428827ffffffff,103,0
84289c9ffffffff,67,0
842655bffffffff,26,0
8428109ffffffff,68,0
842b997ffffffff,150,0
8444e01ffffffff,49,0
842b161ffffffff,72,0
8426019ffffffff,160,0
842745bffffffff,34,0
8426239ffffffff,93,5
8426e6bffffffff,39,0
8428ab3ffffffff,59,0
84288d9ffffffff,59,0
84298d3ffffffff,49,0
840c519ffffffff,21,0
840c51dffffffff,79,0
8466315ffffffff,22,0
8466303ffffffff,41,0
84275d9ffffffff,181,0
8427965ffffffff,25,0
8427963ffffffff,67,0
842a827ffffffff,47,0
842a91bffffffff,108,0
842881dffffffff,1,0
8428857ffffffff,2,0
842880bffffffff,42,0
8428847ffffffff,34,0
84298b9ffffffff,18,0
8429ad5ffffffff,509,0
8426e17ffffffff,10,0
8426e11ffffffff,50,0
842615bffffffff,19,0
8426067ffffffff,34,0
8426061ffffffff,13,0
842606bffffffff,35,0
8428b03ffffffff,65,0
8428b01ffffffff,48,0
8448b3bffffffff,60,0
8448b17ffffffff,8,0
844886dffffffff,99,0
8448869ffffffff,5,0
840c509ffffffff,56,255
840c555ffffffff,420,47
840cec3ffffffff,0,64
8448c5bffffffff,2,0
8429963ffffffff,71,0
842a031ffffffff,30,0
842a03dffffffff,7,0
842a039ffffffff,25,0
842a007ffffffff,14,0
842a003ffffffff,19,0
842a001ffffffff,21,0
842a00bffffffff,5,0
842759dffffffff,257,12
840c55dffffffff,307,48
840c543ffffffff,364,37
84266a7ffffffff,205,2
8444567ffffffff,204,0
8427aa5ffffffff,37,0
840c74dffffffff,85,0
8465057ffffffff,75,0
8465053ffffffff,18,0
8429849ffffffff,313,0
840d5a5ffffffff,102,0
840d5adffffffff,46,0
84499bdffffffff,73,0
8429817ffffffff,19,0
8426d11ffffffff,18,0
8426d15ffffffff,341,0
8429b51ffffffff,146,0
8429b53ffffffff,36,0
840cad3ffffffff,9,0
8426259ffffffff,126,0
842601dffffffff,118,0
8426057ffffffff,232,3
842600bffffffff,153,0
8428901ffffffff,61,0
8428907ffffffff,83,0
842893dffffffff,14,0
84261c5ffffffff,15,0
8426f21ffffffff,43,0
8448d25ffffffff,23,0
8426de7ffffffff,114,0
8426de1ffffffff,63,0
84139e3ffffffff,9,0
84262a1ffffffff,182,4
8428889ffffffff,118,0
8448d63ffffffff,40,0
84261dbffffffff,102,0
846716bffffffff,12,0
8428a65ffffffff,13,0
8428b59ffffffff,68,0
842aa43ffffffff,59,0
84298bdffffffff,34,0
842685bffffffff,186,0
8426851ffffffff,65,0
8444b6bffffffff,28,0
84445c1ffffffff,114,0
84489b9ffffffff,54,0
8448995ffffffff,105,0
8426501ffffffff,87,0
8412da3ffffffff,26,0
84268a7ffffffff,120,0
84260b5ffffffff,254,8
8426e49ffffffff,38,0
84265bdffffffff,36,0
8427585ffffffff,127,0
8428107ffffffff,105,0
8429aedffffffff,121,0
8428d4dffffffff,52,0
8428187ffffffff,9,0
8428181ffffffff,81,0
8412de7ffffffff,11,0
8428d25ffffffff,289,0
8426c05ffffffff,2,0
8426c3dffffffff,81,0
842af61ffffffff,40,0
842af67ffffffff,86,0
8444ad7ffffffff,75,0
8448ccbffffffff,32,0
842a93dffffffff,39,0
8427183ffffffff,74,0
84270b7ffffffff,94,0
8428f17ffffffff,41,0
8427715ffffffff,195,0
840d5a9ffffffff,336,3
8444ed3ffffffff,29,0
8426b23ffffffff,38,0
84369b5ffffffff,29,0
8427537ffffffff,85,0
8426ad7ffffffff,42,0
8426a83ffffffff,31,0
8429addffffffff,438,2
842a851ffffffff,34,0
843f307ffffffff,46,0
843f305ffffffff,20,0
8429ac3ffffffff,331,0
8429137ffffffff,355,56
8429943ffffffff,66,0
8429945ffffffff,62,0
842a9c1ffffffff,65,0
8426345ffffffff,10,0
8426369ffffffff,119,0
8427989ffffffff,46,0
84122a9ffffffff,22,0
840c1adffffffff,96,0
840c1a9ffffffff,25,0
8429881ffffffff,12,0
84269e9ffffffff,83,0
84281b1ffffffff,186,0
84281b7ffffffff,72,0
8428b51ffffffff,27,12
842816bffffffff,122,0
8429923ffffffff,108,0
8429927ffffffff,96,0
84269e1ffffffff,21,0
842aad7ffffffff,49,0
842aa99ffffffff,72,0
8445765ffffffff,23,0
84450d9ffffffff,39,0
84450ddffffffff,37,0
840c531ffffffff,77,7
840c539ffffffff,87,6
8428159ffffffff,85,0
8428817ffffffff,16,0
8428815ffffffff,58,0
842605bffffffff,113,0
842691dffffffff,8,0
842a93bffffffff,12,0
840c767ffffffff,53,0
84a8f6dffffffff,2,0
8426d35ffffffff,11,0
844994bffffffff,67,0
844990dffffffff,38,0
840ceedffffffff,171,0
8429ad7ffffffff,227,0
8426413ffffffff,57,16
8448915ffffffff,58,0
84262e9ffffffff,30,0
842623bffffffff,105,0
8427561ffffffff,17,0
84266abffffffff,89,0
84276abffffffff,34,0
840c1abffffffff,51,0
842a807ffffffff,56,0
840c53dffffffff,183,0
840c52bffffffff,62,0
840c507ffffffff,112,0
8444e13ffffffff,135,1
8448423ffffffff,13,0
8444583ffffffff,102,0
844459bffffffff,15,0
842811bffffffff,121,0
84489cdffffffff,97,0
8448827ffffffff,63,0
8444e17ffffffff,117,0
8426819ffffffff,40,0
845f469ffffffff,2,0
845f46bffffffff,23,0
845f445ffffffff,5,0
845f447ffffffff,38,0
845f443ffffffff,33,0
845f455ffffffff,6,0
8444f33ffffffff,82,0
8426c17ffffffff,97,0
8444703ffffffff,17,0
844471bffffffff,10,0
84288e7ffffffff,85,5
8428d09ffffffff,196,0
84266ebffffffff,306,0
8444c1dffffffff,10,0
84281b9ffffffff,180,0
8428195ffffffff,49,0
84281bbffffffff,69,0
8426549ffffffff,133,0
8428845ffffffff,201,0
8426f1bffffffff,49,0
842716dffffffff,5,0
8427161ffffffff,35,0
842716bffffffff,19,0
842710dffffffff,71,0
8428149ffffffff,211,0
8448db7ffffffff,35,0
842aab3ffffffff,184,0
8426e99ffffffff,146,31
8426893ffffffff,19,0
8426d45ffffffff,156,0
84489c5ffffffff,325,106
842af33ffffffff,72,0
8444ac9ffffffff,130,0
844805dffffffff,0,7
8448043ffffffff,0,34
8448041ffffffff,0,32
8448045ffffffff,0,13
8445549ffffffff,0,19
8445093ffffffff,0,37
8445097ffffffff,25,0
8426997ffffffff,71,0
842a9c5ffffffff,73,0
8426dd3ffffffff,40,0
8426cadffffffff,3,0
8429915ffffffff,101,0
84281ddffffffff,25,0
8428b0bffffffff,159,1
8429acdffffffff,573,0
8426e47ffffffff,113,0
8412db1ffffffff,55,0
8412db3ffffffff,273,0
8480251ffffffff,20,0
8480257ffffffff,30,0
848021dffffffff,40,0
8480215ffffffff,23,0
84441e9ffffffff,3,0
842a9d3ffffffff,116,0
8444c4dffffffff,61,0
8444f1bffffffff,62,0
844a26bffffffff,121,0
8426c65ffffffff,37,0
8426c61ffffffff,102,0
8426f01ffffffff,45,0
84265d3ffffffff,81,0
84264a9ffffffff,50,0
84264abffffffff,71,0
8448a6bffffffff,8,0
8448a63ffffffff,115,0
8429165ffffffff,6,0
8429a5bffffffff,33,0
8448b15ffffffff,113,0
840d0c9ffffffff,18,0
8429b25ffffffff,111,12
84260a7ffffffff,27,0
8428911ffffffff,43,0
8428913ffffffff,37,0
84289cdffffffff,5,0
84289c5ffffffff,18,0
84289c1ffffffff,37,0
84289c3ffffffff,14,0
8448923ffffffff,47,0
84268e3ffffffff,34,0
844890bffffffff,89,0
8426581ffffffff,104,0
842658bffffffff,83,0
842aeadffffffff,14,0
842aee7ffffffff,20,0
842ae17ffffffff,14,0
84488b1ffffffff,32,0
84488b5ffffffff,89,0
842a801ffffffff,15,0
84299bdffffffff,16,0
84299b9ffffffff,27,0
84299d7ffffffff,8,0
844c1a1ffffffff,0,21
844c1a3ffffffff,0,33
844c1b5ffffffff,0,27
844c1b1ffffffff,0,31
84278b3ffffffff,5,0
8444a31ffffffff,49,0
8444a3bffffffff,170,0
8428341ffffffff,354,0
8449865ffffffff,61,0
8428f6dffffffff,172,0
8445595ffffffff,0,2
8445591ffffffff,0,18
8445593ffffffff,18,38
8448c47ffffffff,29,0
8426ec9ffffffff,54,0
8412d85ffffffff,67,0
84450a3ffffffff,76,0
840c8d7ffffffff,29,0
84489e9ffffffff,196,0
84129cdffffffff,16,0
842ad39ffffffff,83,0
8427539ffffffff,169,0
842ad09ffffffff,76,0
842ad01ffffffff,62,0
84446b1ffffffff,111,0
8428153ffffffff,123,0
842aad1ffffffff,64,0
842aad9ffffffff,102,0
842a1edffffffff,7,0
842a13bffffffff,110,0
842a117ffffffff,81,0
8448d5dffffffff,61,0
8448d43ffffffff,31,0
8444e03ffffffff,69,0
8426263ffffffff,85,0
8444c89ffffffff,19,0
842a30dffffffff,57,12
8444521ffffffff,465,0
8466abdffffffff,5,0
8466ab1ffffffff,13,0
8429ac1ffffffff,279,0
8429919ffffffff,15,0
842e201ffffffff,4,0
84269a1ffffffff,42,0
844455dffffffff,121,0
840c533ffffffff,6,0
840c53bffffffff,125,0
8428a95ffffffff,107,0
8429847ffffffff,54,0
842b147ffffffff,34,0
8426599ffffffff,85,0
8426d59ffffffff,32,0
8428b6bffffffff,3,0
8426857ffffffff,55,0
842895dffffffff,23,0
840d5e7ffffffff,61,0
840c2dbffffffff,10,0
84489edffffffff,101,0
840d035ffffffff,16,0
8428941ffffffff,21,0
842894dffffffff,41,0
842ad07ffffffff,57,0
84264b5ffffffff,22,0
842ad27ffffffff,28,0
842ad23ffffffff,66,0
842ad3dffffffff,28,0
8426c49ffffffff,93,0
840c501ffffffff,77,0
840c503ffffffff,52,0
842632bffffffff,136,0
8472db3ffffffff,23,0
84265a9ffffffff,116,0
84678d5ffffffff,7,0
8426aa5ffffffff,191,0
841f8a5ffffffff,2,0
841f8a7ffffffff,41,0
841f8a1ffffffff,3,0
841f8a3ffffffff,40,0
841f8abffffffff,4,0
8428f5dffffffff,19,4
84269b3ffffffff,168,0
842a85bffffffff,9,0
840d0c7ffffffff,25,0
842699bffffffff,65,0
8448887ffffffff,109,0
842760dffffffff,15,0
8444ad1ffffffff,78,0
84262abffffffff,20,0
8427583ffffffff,195,4
8428113ffffffff,15,0
8426141ffffffff,106,0
8426145ffffffff,2,0
8426e27ffffffff,50,0
8466895ffffffff,0,9
84668bbffffffff,0,29
84274edffffffff,30,0
84274e9ffffffff,66,0
84274e1ffffffff,60,0
8448b2bffffffff,88,0
842b991ffffffff,92,0
84262b7ffffffff,15,0
84446edffffffff,155,0
8444633ffffffff,123,0
842a311ffffffff,112,0
84264b1ffffffff,13,0
84488bbffffffff,34,0
8444e15ffffffff,118,0
84498abffffffff,16,0
8427453ffffffff,67,0
8427447ffffffff,79,0
8444525ffffffff,296,12
8429b4bffffffff,49,0
8428101ffffffff,38,0
8428029ffffffff,165,0
84289d3ffffffff,156,0
84652e9ffffffff,49,0
8465213ffffffff,12,0
846d667ffffffff,9,0
846d665ffffffff,82,0
844524dffffffff,36,0
844524bffffffff,89,0
842890bffffffff,24,0
842890dffffffff,38,0
8428963ffffffff,3,0
842896bffffffff,21,0
8428961ffffffff,5,0
8429561ffffffff,17,0
8426a3dffffffff,19,0
8426a23ffffffff,67,0
842ad69ffffffff,11,0
8426e8bffffffff,84,0
8426ed3ffffffff,86,0
84266e5ffffffff,101,0
84266edffffffff,11,0
8426eddffffffff,113,0
8428a83ffffffff,58,0
8426c3bffffffff,28,0
8426a43ffffffff,37,0
8426a5dffffffff,39,0
8426a59ffffffff,51,0
84279b1ffffffff,34,0
84279bdffffffff,93,0
8427987ffffffff,33,0
84262a5ffffffff,76,0
842992bffffffff,70,0
84264a7ffffffff,26,0
84298c9ffffffff,75,0
8429aa7ffffffff,0,3
846d743ffffffff,32,0
8426e09ffffffff,69,0
8427421ffffffff,3,0
842601bffffffff,54,0
840c505ffffffff,61,0
840c521ffffffff,7,0
8444527ffffffff,55,0
8426a87ffffffff,89,0
8426aabffffffff,31,0
8426805ffffffff,32,0
8426807ffffffff,76,0
8426803ffffffff,59,0
8427a8bffffffff,49,0
8427ad7ffffffff,16,0
84445b9ffffffff,158,0
8429b21ffffffff,96,1
8428d03ffffffff,60,0
8428115ffffffff,67,0
8466191ffffffff,36,0
8448da9ffffffff,31,0
8448d85ffffffff,49,0
8448d87ffffffff,41,0
8428d01ffffffff,25,0
840c299ffffffff,64,0
841d20dffffffff,13,0
846d76bffffffff,118,0
846d747ffffffff,79,0
846d70dffffffff,7,0
846d709ffffffff,37,0
846d70bffffffff,25,0
846d757ffffffff,19,0
840e6bbffffffff,14,0
840e69dffffffff,18,0
8428821ffffffff,25,0
8428823ffffffff,50,0
8428835ffffffff,75,0
8428837ffffffff,67,0
8428d67ffffffff,179,0
840c523ffffffff,61,0
8448d81ffffffff,8,0
8429841ffffffff,71,0
840c29dffffffff,9,0
840c283ffffffff,20,0
840c28bffffffff,37,0
840c289ffffffff,23,0
840e697ffffffff,9,0
842b369ffffffff,34,0
842b759ffffffff,3,0
842b751ffffffff,28,0
84279d5ffffffff,37,0
842798bffffffff,30,0
8427981ffffffff,9,0
842b863ffffffff,26,0
842b80dffffffff,27,0
8418415ffffffff,24,0
8418411ffffffff,34,0
841841bffffffff,33,0
84186a7ffffffff,30,0
842f5d5ffffffff,14,0
842f5c7ffffffff,1,0
841240bffffffff,27,0
841241dffffffff,58,0
8448c63ffffffff,127,0
842b86dffffffff,5,0
842bb3bffffffff,36,0
842bb33ffffffff,33,0
842bb31ffffffff,69,0
842719dffffffff,93,0
842718bffffffff,32,0
844cd59ffffffff,24,0
844cf37ffffffff,33,0
844cf35ffffffff,26,0
84b8455ffffffff,6,0
84b8443ffffffff,84,0
84b8447ffffffff,21,0
8407455ffffffff,17,0
8407451ffffffff,8,0
840745dffffffff,30,0
8407637ffffffff,26,0
8407631ffffffff,13,0
841ec31ffffffff,10,0
841ec37ffffffff,75,0
841edddffffffff,83,0
841edd1ffffffff,47,0
841edd5ffffffff,51,0
841edd7ffffffff,42,0
84be631ffffffff,265,12
84390c7ffffffff,30,0
842a35dffffffff,73,0
842b1a9ffffffff,112,1
844413bffffffff,7,0
849d29dffffffff,10,0
849d295ffffffff,37,0
849d297ffffffff,67,0
849d76dffffffff,19,0
842ad61ffffffff,8,0
842ad63ffffffff,32,0
842ad29ffffffff,47,0
842ad2bffffffff,79,0
8426729ffffffff,31,0
8444635ffffffff,67,0
8444631ffffffff,54,0
8444e99ffffffff,107,0
8444a8bffffffff,14,0
842aa25ffffffff,161,0
8444b57ffffffff,22,0
8444a25ffffffff,25,0
8429949ffffffff,120,0
8429901ffffffff,51,0
8444b55ffffffff,7,0
8444b09ffffffff,14,0
8444b47ffffffff,35,0
842a833ffffffff,123,0
8444d1dffffffff,2,0
8426f05ffffffff,76,0
8426f29ffffffff,90,0
8426f2dffffffff,140,0
841219bffffffff,16,0
8412193ffffffff,78,0
8412197ffffffff,13,0
8412e69ffffffff,14,0
843e695ffffffff,19,24
843e687ffffffff,9,4
843e685ffffffff,10,19
843f713ffffffff,37,0
843f71bffffffff,30,0
843f719ffffffff,38,0
843f753ffffffff,16,0
840d0cbffffffff,88,0
8464a23ffffffff,40,0
8464849ffffffff,14,0
8464b69ffffffff,24,27
84658d7ffffffff,54,0
84658d3ffffffff,4,0
84658d1ffffffff,53,0
8464361ffffffff,14,0
846589bffffffff,44,0
8464327ffffffff,28,0
8464321ffffffff,10,0
843f727ffffffff,87,0
841e8d3ffffffff,103,0
841ef25ffffffff,80,0
841e89bffffffff,24,0
841ed4dffffffff,18,0
841e95dffffffff,31,0
841e94bffffffff,12,0
841e943ffffffff,14,0
841e941ffffffff,48,0
841e945ffffffff,16,0
842b2d1ffffffff,2,0
842b2d9ffffffff,33,0
841ab27ffffffff,33,0
841ab23ffffffff,28,0
841ab35ffffffff,15,0
841ab3dffffffff,41,0
841eeb1ffffffff,37,0
842d249ffffffff,22,0
842d241ffffffff,35,0
8494803ffffffff,37,0
842630bffffffff,8,0
8426357ffffffff,39,0
8426353ffffffff,29,0
8426225ffffffff,29,0
8426221ffffffff,16,0
84be603ffffffff,41,0
84be601ffffffff,76,0
84bf487ffffffff,15,0
84bf4abffffffff,60,0
84bf4bdffffffff,17,0
84bf4a3ffffffff,29,0
840b941ffffffff,27,0
840b96bffffffff,38,0
840b963ffffffff,22,0
84b910dffffffff,165,0
84b9109ffffffff,236,0
84a7a87ffffffff,16,0
84a7aabffffffff,27,0
84a7aa3ffffffff,33,0
84a78c9ffffffff,28,0
84a78cdffffffff,17,0
84a7301ffffffff,64,0
84a7305ffffffff,26,0
84a732bffffffff,26,0
84a6343ffffffff,6,0
84a6309ffffffff,34,0
84a6301ffffffff,33,0
84a6307ffffffff,34,0
84a633dffffffff,14,0
84a7265ffffffff,50,0
84a7353ffffffff,15,0
84a7319ffffffff,35,0
84a7311ffffffff,31,0
84a706dffffffff,9,0
8410e2dffffffff,0,33
8410e25ffffffff,0,34
8410e27ffffffff,0,34
8410c4dffffffff,0,15
8410dd9ffffffff,3,0
8410ce5ffffffff,11,0
8410c33ffffffff,8,16
8410c39ffffffff,7,12
840bb67ffffffff,51,4
8410d53ffffffff,0,13
8410c25ffffffff,0,25
8410c27ffffffff,0,9
8410dcdffffffff,0,27
840892bffffffff,0,1
849c233ffffffff,43,31
849c23bffffffff,46,1
84695d5ffffffff,34,0
84695e3ffffffff,2,0
841b835ffffffff,5,0
841b9c9ffffffff,17,0
8430c17ffffffff,17,0
8430c13ffffffff,17,12
842a5d5ffffffff,30,2
842a58bffffffff,30,0
842a581ffffffff,20,0
842a583ffffffff,15,0
84075ddffffffff,55,0
8444ab1ffffffff,138,0
841250bffffffff,1,0
84279b5ffffffff,87,0
84279a3ffffffff,72,0
842c805ffffffff,100,5
842c82bffffffff,26,0
842c821ffffffff,31,0
8443339ffffffff,21,0
8442127ffffffff,22,0
8460d15ffffffff,20,0
8460d1dffffffff,5,0
8460d03ffffffff,14,0
8460a8bffffffff,32,0
8460a89ffffffff,88,0
8460ac3ffffffff,40,0
8460acbffffffff,4,0
842d943ffffffff,36,6
842d909ffffffff,31,6
8442d3bffffffff,48,0
8442d33ffffffff,33,0
84be715ffffffff,0,101
843cf13ffffffff,15,0
843cf17ffffffff,10,0
843cf11ffffffff,34,0
843cf15ffffffff,53,0
843cf39ffffffff,9,0
84424d1ffffffff,38,17
84424ddffffffff,46,0
84424c3ffffffff,44,4
846011bffffffff,4,3
8460067ffffffff,25,0
846002dffffffff,42,0
849c25dffffffff,107,0
849d0b7ffffffff,14,0
8426a85ffffffff,72,0
8426a81ffffffff,19,0
84b9147ffffffff,55,0
840c625ffffffff,5,0
840c62bffffffff,23,0
840eda7ffffffff,19,0
842729bffffffff,66,0
8427045ffffffff,50,0
8427047ffffffff,10,0
842706bffffffff,60,0
84272b1ffffffff,52,0
84272bbffffffff,53,0
842776dffffffff,1,0
8427057ffffffff,26,0
842701dffffffff,2,0
842700bffffffff,40,0
8427003ffffffff,53,0
8446435ffffffff,44,0
8446427ffffffff,5,0
8446421ffffffff,28,0
8428cb7ffffffff,9,1
8468645ffffffff,22,0
8468647ffffffff,27,0
846860dffffffff,23,17
846963bffffffff,8,14
8469615ffffffff,0,27
84696a3ffffffff,19,0
84685e3ffffffff,31,31
844b191ffffffff,3,0
844b195ffffffff,25,0
844102bffffffff,12,0
8441063ffffffff,27,0
8441061ffffffff,43,0
844b841ffffffff,29,0
844b849ffffffff,14,0
844ba35ffffffff,10,0
844ba23ffffffff,31,0
844ba2bffffffff,19,0
848c89bffffffff,0,43
848c893ffffffff,0,12
848cd45ffffffff,10,13
848cd6bffffffff,15,0
848d8e5ffffffff,9,0
848d8edffffffff,17,0
848d8e1ffffffff,9,0
848d8e9ffffffff,37,0
848c9c7ffffffff,29,0
848c98dffffffff,40,0
848d82dffffffff,32,0
8412d47ffffffff,68,0
8412d09ffffffff,33,0
8426eb7ffffffff,5,0
8410d8bffffffff,47,0
8410d99ffffffff,20,0
84214d5ffffffff,0,25
84214d1ffffffff,0,3
84214d7ffffffff,0,41
8421499ffffffff,0,33
840b859ffffffff,0,6
840b85bffffffff,0,23
840b851ffffffff,20,8
842a167ffffffff,20,0
842aa5bffffffff,55,0
8444ce3ffffffff,100,0
84266ddffffffff,193,0
842b889ffffffff,33,0
842e0c5ffffffff,0,24
842e0e9ffffffff,0,49
842e0edffffffff,0,12
8426853ffffffff,150,0
8442193ffffffff,0,34
844219bffffffff,0,34
8442199ffffffff,24,15
84421d7ffffffff,11,3
8411a6bffffffff,0,12
841ec43ffffffff,28,0
841ee35ffffffff,71,0
8411a29ffffffff,0,25
841f443ffffffff,0,15
841f40dffffffff,0,29
841f463ffffffff,0,36
841f467ffffffff,0,4
841f735ffffffff,12,11
841fa17ffffffff,68,0
841e8e7ffffffff,9,0
841e8a9ffffffff,37,0
841e8abffffffff,27,0
841e887ffffffff,29,0
841e8b9ffffffff,19,0
843f6a1ffffffff,50,0
843f4c9ffffffff,77,0
843f63dffffffff,60,0
843f631ffffffff,75,0
841e30dffffffff,41,0
841fa93ffffffff,23,0
841fa97ffffffff,6,0
841fa91ffffffff,4,0
8411857ffffffff,0,9
841f13bffffffff,33,0
841f1edffffffff,37,0
841e2a3ffffffff,19,0
841e2abffffffff,32,0
841e287ffffffff,27,0
841e281ffffffff,37,0
841e289ffffffff,6,0
84194c9ffffffff,29,0
84196b5ffffffff,34,0
84196b1ffffffff,34,0
84196bbffffffff,21,0
842c2a9ffffffff,14,12
841e301ffffffff,33,0
841e305ffffffff,1,0
8410815ffffffff,0,9
841ef53ffffffff,63,0
841ee25ffffffff,77,0
841ef1bffffffff,94,0
841ec4dffffffff,64,0
841ee45ffffffff,46,0
841ee6bffffffff,41,0
841ee63ffffffff,33,0
843830bffffffff,33,0
8438357ffffffff,13,0
843831dffffffff,9,0
8438319ffffffff,31,0
843831bffffffff,35,0
8420129ffffffff,8,0
842012bffffffff,37,0
843e6ddffffffff,5,13
842db25ffffffff,31,0
842db27ffffffff,0,21
842db63ffffffff,0,12
841e193ffffffff,63,0
841e191ffffffff,43,0
841e19dffffffff,32,0
841e1d7ffffffff,12,0
842da21ffffffff,73,8
843e44bffffffff,34,0
843e45dffffffff,88,0
843e455ffffffff,35,0
843e451ffffffff,19,3
843e457ffffffff,28,12
841e00bffffffff,106,0
841e01dffffffff,52,0
841e003ffffffff,23,0
841e015ffffffff,40,0
841e0edffffffff,11,0
849d211ffffffff,39,0
84bed25ffffffff,31,0
844215bffffffff,53,0
8442067ffffffff,36,0
8442029ffffffff,25,0
8442005ffffffff,39,0
8442007ffffffff,1,0
84a7307ffffffff,1,0
84a7303ffffffff,4,0
84a7339ffffffff,62,0
84a7331ffffffff,55,0
848c8ddffffffff,22,31
848cab7ffffffff,18,40
848cf25ffffffff,0,6
848cac1ffffffff,29,0
8468aebffffffff,29,0
